customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_flag,TenureGroup,NumServices,AutoPay,AvgMonthlySpend
3740-RLMVT,Male,,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,4119.4,No,0,49-72 Months,4,1,61.48
4489-SNOJF,Female,,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,1,25-48 Months,5,0,73.39
2192-OZITF,Female,,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.55,3349.1,No,0,25-48 Months,4,0,74.42
5651-CPDND,Male,,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No,0,7-12 Months,1,0,49.21
2186-QZEYA,Female,,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,No,0,25-48 Months,3,1,59.27
1131-ALZWV,Female,,No,No,24,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.6,605.25,No,0,13-24 Months,1,1,25.22
7729-XBTWX,Male,,Yes,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.75,1344.5,No,0,49-72 Months,1,0,20.37
9134-WYRVP,Male,,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,No,0,49-72 Months,3,0,83.67
3284-SVCRO,Female,,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.5,1121.05,No,0,25-48 Months,1,0,24.91
9732-OUYRN,Female,,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.0,918.7,No,0,49-72 Months,1,1,18.75
0559-CKHUS,Female,,Yes,No,29,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.55,521.8,No,0,25-48 Months,1,0,17.99
2931-SVLTV,Male,,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No,0,25-48 Months,6,1,111.73
6899-PPEEA,Female,,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,1,25-48 Months,3,0,96.76
7504-UWHNB,Male,,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,No,0,25-48 Months,1,0,69.17
2582-FFFZR,Female,,No,No,22,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,No,0,13-24 Months,3,0,48.79
8908-NMQTX,Male,,No,No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,0,49-72 Months,6,1,63.42
2187-LZGPL,Female,,No,No,7,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,1,7-12 Months,2,1,41.9
1431-AIDJQ,Male,,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,0,25-48 Months,6,1,78.88
6288-LBEAR,Female,,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,No,0,13-24 Months,3,0,77.55
4597-NUCQV,Male,,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,1,13-24 Months,4,0,101.67
9019-QVLZD,Female,,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,1,0-6 Months,2,0,79.55
8413-YNHNV,Male,,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No,0,49-72 Months,7,0,91.62
5808-TOTXO,Female,,No,Yes,3,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,57.4,No,0,0-6 Months,1,1,19.13
4369-NYSCF,Male,,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,0,49-72 Months,5,1,76.51
6333-YDVLT,Male,,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,0,49-72 Months,6,1,109.83
5324-KTGCG,Male,,Yes,No,71,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.85,1539.75,No,0,49-72 Months,1,0,21.69
5599-HVLTW,Female,,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,0,13-24 Months,2,1,75.58
7394-LWLYN,Female,,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,No,0,0-6 Months,1,0,61.9
3707-LRWZD,Female,,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,1,25-48 Months,2,0,86.93
6873-UDNLD,Male,,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,No,0,25-48 Months,4,0,68.28
2700-LUEVA,Male,,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.75,20.75,No,0,0-6 Months,1,1,20.75
1455-ESIQH,Male,,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,1,0-6 Months,3,0,89.1
0958-YHXGP,Female,,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,0,7-12 Months,1,0,71.04
1101-SSWAG,Female,,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No,0,13-24 Months,1,0,47.41
2979-SXESE,Female,,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,1,13-24 Months,4,0,94.54
4013-TLDHQ,Male,,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,1,13-24 Months,3,0,78.47
5743-KHMNA,Male,,No,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.55,1898.1,No,0,49-72 Months,1,1,26.73
4194-FJARJ,Female,,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No,0,49-72 Months,3,1,60.63
5325-UWTWJ,Male,,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,0,25-48 Months,4,1,94.51
3969-GYXEL,Female,,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,No,0,7-12 Months,2,0,76.25
9208-OLGAQ,Female,,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,0,13-24 Months,3,0,80.2
3244-CQPHU,Female,,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,0,49-72 Months,6,1,107.59
2674-MLXMN,Female,,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,0,49-72 Months,4,1,97.9
9708-HPXWZ,Male,,No,No,5,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No,0,0-6 Months,3,1,42.95
6992-TKNYO,Male,,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No,0,25-48 Months,4,1,70.25
4468-YDOVK,Male,,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,0,0-6 Months,2,1,47.04
3754-DXMRT,Male,,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,1,0-6 Months,1,0,46.32
5792-JALQC,Female,,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No,0,49-72 Months,3,1,59.68
7130-VTEWQ,Female,,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,1,7-12 Months,1,0,75.78
2200-DSAAL,Female,,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,0,49-72 Months,5,0,78.39
4302-ZYFEL,Male,,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,1403.1,No,0,49-72 Months,1,1,20.33
9351-LZYGF,Female,,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,0,25-48 Months,4,1,64.95
4366-CTOUZ,Female,,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,0,49-72 Months,5,0,100.77
6121-VZNQB,Female,,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,1,0-6 Months,1,0,19.1
7903-CMPEY,Male,,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,1,0-6 Months,2,0,80.3
1518-OMDIK,Male,,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,0,25-48 Months,1,1,44.32
6671-NGWON,Female,,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,150.6,No,0,7-12 Months,1,0,21.51
0595-ITUDF,Male,,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No,0,49-72 Months,4,0,93.13
6996-KNSML,Female,,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,0-6 Months,2,0,74.9
1955-IBMMB,Male,,No,No,59,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.2,1192.3,No,0,49-72 Months,1,1,20.21
0096-BXERS,Female,,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,No,0,0-6 Months,1,0,52.42
3806-YAZOV,Female,,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.8,56.0,No,0,0-6 Months,1,0,18.67
7998-ZLXWN,Female,,Yes,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.45,330.8,No,0,13-24 Months,1,1,22.05
6253-WRFHY,Male,,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,No,0,13-24 Months,3,0,67.49
9133-AYJZG,Female,,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,No,0,13-24 Months,4,1,97.79
2675-OTVVJ,Male,,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,No,0,25-48 Months,3,0,90.57
8680-CGLTP,Male,,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,1696.2,No,0,25-48 Months,4,0,58.49
8430-TWCBX,Female,,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.7,1032.05,No,0,49-72 Months,1,1,21.06
5018-GWURO,Female,,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No,0,49-72 Months,2,1,87.55
6741-QRLUP,Female,,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,No,0,49-72 Months,6,1,79.29
4737-HOBAX,Male,,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No,0,49-72 Months,5,1,79.91
0537-QYZZN,Male,,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,No,0,13-24 Months,2,0,77.41
3340-QBBFM,Male,,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,No,0,25-48 Months,3,1,55.36
1704-NRWYE,Female,,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,1,7-12 Months,2,0,83.52
2592-SEIFQ,Male,,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,1,0-6 Months,0,0,22.32
8200-KLNYW,Female,,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,No,0,13-24 Months,6,0,81.66
3372-CDXFJ,Male,,Yes,Yes,13,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.5,343.6,No,0,13-24 Months,1,1,26.43
4781-ZXYGU,Male,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,No,0,0-6 Months,1,1,20.15
7632-YUTXB,Female,,Yes,Yes,25,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.05,520.1,No,0,25-48 Months,1,0,20.8
2718-YSKCS,Male,,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,0,49-72 Months,1,1,19.54
9896-UYMIE,Male,,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,No,0,49-72 Months,7,1,111.87
0853-NWIFK,Female,,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,No,0,25-48 Months,5,0,99.64
8212-CRQXP,Female,,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,No,0,13-24 Months,2,1,77.57
6980-CDGFC,Female,,Yes,No,67,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.85,1327.4,No,0,49-72 Months,1,1,19.81
7691-XVTZH,Female,,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,0,49-72 Months,3,1,87.86
2520-SGTTA,Female,,Yes,Yes,0,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.0,0.0,No,0,0-6 Months,1,0,20.0
7481-ATQQS,Female,,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,1,49-72 Months,3,1,92.16
2277-VWCNI,Female,,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No,0,0-6 Months,1,0,44.96
1088-CNNKB,Male,,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2,No,0,49-72 Months,6,1,80.0
8642-GVWRF,Female,,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,1,0-6 Months,3,1,82.5
1930-BZLHI,Male,,No,No,21,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.35,422.7,No,0,13-24 Months,1,0,20.13
3400-ESFUW,Male,,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,1,49-72 Months,4,1,55.39
5868-YTYKS,Male,,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.25,20.25,No,0,0-6 Months,1,0,20.25
3525-DVKFN,Female,,No,No,17,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.4,358.05,No,0,13-24 Months,1,0,21.06
1482-OXZSY,Male,,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,No,0,25-48 Months,4,1,97.88
0377-JBKKT,Male,,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,No,0,13-24 Months,4,0,57.81
5778-BVOFB,Female,,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,0,7-12 Months,3,1,58.89
3373-YZZYM,Male,,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.2,19.2,No,0,0-6 Months,1,0,19.2
2057-ZBLPD,Female,,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,1,13-24 Months,2,0,86.13
0228-MAUWC,Male,,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No,0,13-24 Months,3,0,60.24
5502-RLUYV,Female,,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,1,49-72 Months,5,0,107.93
0023-HGHWL,Male,,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,1,0-6 Months,0,0,25.1
7663-YJHSN,Female,,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,0,49-72 Months,6,1,104.96
4915-BFSXL,Male,,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,No,0,49-72 Months,4,1,69.41
3086-RUCRN,Female,,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,No,0,49-72 Months,6,1,99.92
5215-LNLDJ,Female,,Yes,Yes,7,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,0,7-12 Months,0,0,21.29
7576-JMYWV,Female,,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,No,0,25-48 Months,6,0,108.09
9039-RBEEE,Male,,No,No,39,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,1,25-48 Months,4,1,48.23
0257-KXZGU,Female,,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,0,25-48 Months,3,1,63.92
1307-ATKGB,Male,,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No,0,13-24 Months,4,0,91.13
8417-FMLZI,Male,,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,1,0-6 Months,3,1,79.59
3714-XPXBW,Female,,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,No,0,25-48 Months,6,1,80.46
1850-AKQEP,Male,,No,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,178.7,No,0,7-12 Months,1,0,22.34
2824-DXNKN,Female,,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,0,49-72 Months,4,1,69.8
5227-JSCFE,Male,,Yes,No,71,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,No,0,49-72 Months,4,1,47.23
0848-ZGQIJ,Female,,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,0,13-24 Months,4,1,91.32
3621-CHYVB,Female,,Yes,No,57,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,No,0,49-72 Months,4,1,48.81
8042-RNLKO,Male,,No,No,66,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.45,1699.15,No,0,49-72 Months,1,1,25.74
1792-UXAFY,Female,,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,1,13-24 Months,4,0,88.05
5372-FBKBN,Female,,No,Yes,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,452.2,No,0,13-24 Months,1,0,21.53
0420-TXVSG,Male,,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,No,0,49-72 Months,4,1,67.1
6217-TOWGS,Female,,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No,0,13-24 Months,4,1,77.8
0515-YPMCW,Male,,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,0-6 Months,1,0,70.45
0378-XSZPU,Male,,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,1,49-72 Months,4,1,61.44
1045-LTCYT,Female,,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.05,139.75,No,0,7-12 Months,1,1,17.47
1544-JJMYL,Male,,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,No,0,25-48 Months,5,1,71.38
4636-JGAAI,Male,,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,No,0,25-48 Months,3,0,88.24
6874-SGLHU,Male,,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,No,0,25-48 Months,4,1,100.71
5951-AOFIH,Male,,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,No,0,25-48 Months,4,1,68.04
4729-XKASR,Male,,No,Yes,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,1,0-6 Months,0,0,24.75
3059-NGMXB,Male,,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.2,944.65,No,0,13-24 Months,4,0,67.47
8652-YHIYU,Female,,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,No,0,13-24 Months,2,1,79.01
5278-PNYOX,Female,,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,No,0,49-72 Months,5,1,100.36
5449-FIBXJ,Male,,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1,13-24 Months,5,0,105.93
3486-HOOGQ,Female,,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.7,5743.3,No,0,49-72 Months,6,1,82.05
5061-PBXFW,Female,,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,No,0,25-48 Months,4,1,58.27
8630-FJLIB,Female,,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,No,0,13-24 Months,1,0,67.87
3891-NLXJB,Male,,No,No,37,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.55,1390.85,No,0,25-48 Months,3,0,37.59
4749-OJKQU,Female,,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,No,0,0-6 Months,1,0,75.59
0577-WHMEV,Female,,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,No,0,13-24 Months,4,0,85.93
5453-AXEPF,Male,,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,No,0,13-24 Months,2,1,78.64
3639-XJHKQ,Female,,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,No,0,13-24 Months,4,0,68.31
3716-LRGXK,Male,,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,No,0,49-72 Months,4,1,101.12
2263-SFSQZ,Male,,Yes,Yes,51,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,24.95,1222.25,No,0,49-72 Months,1,0,23.97
9950-MTGYX,Male,,Yes,Yes,28,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.3,487.95,No,0,25-48 Months,1,1,17.43
3397-AVTKU,Male,,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,No,0,25-48 Months,3,0,59.27
4825-FUREZ,Male,,Yes,No,42,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,20.25,835.5,No,0,25-48 Months,1,0,19.89
9837-BMCLM,Male,,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,1,0-6 Months,2,0,80.68
2672-OJQZP,Female,,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,No,0,0-6 Months,1,0,44.75
